MaarjAM accession number,GenBank accession number,Fungal class,Fungal order,Fungal family,Fungal genus,Fungal species,VTX,Source,Source specify,Host subclass,Host superorder,Host order,Host family,Host genus,Host species,Ecosystem,Biome,Habitat,Climatic zone,Biogeo realm,Soil pH,C content,P content,N content,Altitude (m),Average annual precipitation (mm),Continent,Country,State,Location,Coordinates,Culture code,Forward primer,Reverse primer,Marker region,Sequencing method,Sequencing chemistry,Journal,Year,Title,Authors
MOA08463,AB698621,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Goomaral13a Glo3,VTX00113,plant roots,,Magnoliidae,Lilianae,Poales,Poaceae,Stipa,krylovii,grassland,Temperate natural grassland,steppe,temperate,Palearctic,6.4,21.2 g/kg (Total C),26.7 mg/kg (Available P),2.10 g/kg (Total N),1210,222.5,Asia,Mongolia,Tov Province,Hustai National Park H08,47deg38.44'N 105deg59.39'E,,AML1,AML2,18S rDNA,Sanger,,Mycoscience,2013,Communities of arbuscular mycorrhizal fungi in Stipa krylovii (Poaceae) in the Mongolian steppe,"Goomaral, A.; Iwase, K.; Undarmaa, J.; Matsumoto, T.; Yamato, M."
MOA08338,AB749460,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Goomaral13b Glo 1,VTX00113,plant roots,,Magnoliidae,Lilianae,Poales,Poaceae,Stipa,krylovii,grassland,Temperate natural grassland,steppe,temperate,Palearctic,7.9,20.0 g/kg (Total C),61.6 mg/kg (Available P),2.27 g/kg (Total N),1205,,Asia,Mongolia,Tov Province,Hustai National Park 1,47deg29.20'N 105deg46.18'E,,AML1,AML2,18S rDNA,Sanger,,Mycoscience,2013,Effect of plant species on communities of arbuscular mycorrhizal fungi in the Mongolian steppe,"Goomaral, A.; Undarmaa, J.; Matsumoto, T.; Yamato, M."
MOA08366,AB749490,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Goomaral13b Glo 1,VTX00113,plant roots,,Magnoliidae,Lilianae,Poales,Poaceae,Leymus,chinensis,grassland,Temperate natural grassland,steppe,temperate,Palearctic,7.8,15.4 g/kg (Total C),80.9 mg/kg (Available P),2.03 g/kg (Total N),1137,,Asia,Mongolia,Tov Province,Hustai National Park 3,47deg25.56'N 105deg43.41'E,,AML1,AML2,18S rDNA,Sanger,,Mycoscience,2013,Effect of plant species on communities of arbuscular mycorrhizal fungi in the Mongolian steppe,"Goomaral, A.; Undarmaa, J.; Matsumoto, T.; Yamato, M."
MOA08369,AB749494,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Goomaral13b Glo 1,VTX00113,plant roots,,Magnoliidae,Lilianae,Asparagales,Alliaceae,Allium,bidentatum,grassland,Temperate natural grassland,steppe,temperate,Palearctic,7.8,15.4 g/kg (Total C),80.9 mg/kg (Available P),2.03 g/kg (Total N),1137,,Asia,Mongolia,Tov Province,Hustai National Park 3,47deg25.56'N 105deg43.41'E,,AML1,AML2,18S rDNA,Sanger,,Mycoscience,2013,Effect of plant species on communities of arbuscular mycorrhizal fungi in the Mongolian steppe,"Goomaral, A.; Undarmaa, J.; Matsumoto, T.; Yamato, M."
ESA00926,AF074361,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glo8,VTX00113,plant roots,,Magnoliidae,Asteranae,Lamiales,Lamiaceae,Glechoma,hederacea,forest,Temperate broadleaf & mixed forest,temperate broad-leaved forest,temperate,Palearctic,,,,,,,Europe,United Kingdom,England,Castle Howard,54deg7.12'N 0deg54.47'W,,NS31,AM1,18S rDNA,Sanger,,Nature,1998,Ploughing up the wood-wide web?,"Helgason, T.; Daniell, T.; Husband, R.; Fitter, A.H.; Young, J.P.W."
ESA01744,AF481581,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glo8,VTX00113,plant roots,,Magnoliidae,Rosanae,Fabales,Fabaceae,Trifolium ,repens,grassland,Temperate seminatural grassland,temperate seminatural grassland,temperate,Palearctic,,,,,,,Europe,United Kingdom,Scotland,"Natural Environment Research Council Soil Biodiversity experimental field, Sourhope, Kelso",55deg28.33'N 2deg14.30'W,,NS31,AM1,18S rDNA,Sanger,,Proceedings of the National Academy of Sciences of the United States of America,2007,Active root-inhabiting microbes identified by rapid incorporation of plant-derived carbon into RNA,"Vandenkoornhuyse, P.; Mahe, S.; Ineson, P.; Staddon, P.; Ostle, N.; Cliquet, J.B.; Francez, A.J.; Fitter, A.H.; Young, J.P.W."
ESA01747,AF481611,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glo8,VTX00113,plant roots,,Magnoliidae,Rosanae,Fabales,Fabaceae,Trifolium ,repens,grassland,Temperate seminatural grassland,temperate seminatural grassland,temperate,Palearctic,,,,,,,Europe,United Kingdom,Scotland,"Natural Environment Research Council Soil Biodiversity experimental field, Sourhope, Kelso",55deg28.33'N 2deg14.30'W,,NS31,AM1,18S rDNA,Sanger,,Proceedings of the National Academy of Sciences of the United States of America,2007,Active root-inhabiting microbes identified by rapid incorporation of plant-derived carbon into RNA,"Vandenkoornhuyse, P.; Mahe, S.; Ineson, P.; Staddon, P.; Ostle, N.; Cliquet, J.B.; Francez, A.J.; Fitter, A.H.; Young, J.P.W."
ESA01745,AF481631,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glo8,VTX00113,plant roots,,Magnoliidae,Rosanae,Fabales,Fabaceae,Trifolium ,repens,grassland,Temperate seminatural grassland,temperate seminatural grassland,temperate,Palearctic,,,,,,,Europe,United Kingdom,Scotland,"Natural Environment Research Council Soil Biodiversity experimental field, Sourhope, Kelso",55deg28.33'N 2deg14.30'W,,NS31,AM1,18S rDNA,Sanger,,Proceedings of the National Academy of Sciences of the United States of America,2007,Active root-inhabiting microbes identified by rapid incorporation of plant-derived carbon into RNA,"Vandenkoornhuyse, P.; Mahe, S.; Ineson, P.; Staddon, P.; Ostle, N.; Cliquet, J.B.; Francez, A.J.; Fitter, A.H.; Young, J.P.W."
ESA00374,AF538694,Glomeromycetes,Glomerales,Glomeraceae,Glomus,sp.,VTX00113,plant roots,,Magnoliidae,Rosanae,Brassicales,Brassicaceae,Thlaspi,arvense,anthropogenic,Anthropogenic ecosystem,temperate arable field,temperate,Palearctic,,,,,,,Europe,Slovenia,Lower Styria,Sentilj/Maribor,46deg39.31'N 15deg39.65'E,,see notes,see notes,18S rDNA,Sanger,,Journal of Plant Physiology,2003,Colonization of pennycresses (Thlaspi spp.) of the Brassicaceae by arbuscular mycorrhizal fungi,"Regvar, M.; Vogel, K.; Irgel, N.; Wraber, T.; Hildebrandt, U.; Wilde, P.; Bothe, H."
ESA00247,AJ418865,Glomeromycetes,Glomerales,Glomeraceae,Glomus,MO-G3,VTX00113,plant roots,,Magnoliidae,Ranunculanae,Ranunculales,Ranunculaceae,Pulsatilla ,pratensis,grassland,Temperate seminatural grassland,temperate grassland,temperate,Palearctic,,,,,,,Europe,Estonia,Tartu County,Pangodi,58deg11.16'N 26deg34.27'E,,NS31,AM1,18S rDNA,Sanger,,New Phytologist,2003,Divergent arbuscular mycorrhizal fungal communities colonize roots of Pulsatilla spp. in boreal Scots pine forest and grassland soils,"Opik, M.; Moora, M.; Liira, J.; Koljalg, U.; Zobel, M.; Sen, R."
ESA00250,AJ418876,Glomeromycetes,Glomerales,Glomeraceae,Glomus,MO-G3,VTX00113,plant roots,,Magnoliidae,Ranunculanae,Ranunculales,Ranunculaceae,Pulsatilla ,pratensis,grassland,Temperate seminatural grassland,temperate grassland,temperate,Palearctic,,,,,,,Europe,Estonia,Tartu County,Pangodi,58deg11.16'N 26deg34.27'E,,NS31,AM1,18S rDNA,Sanger,,New Phytologist,2003,Divergent arbuscular mycorrhizal fungal communities colonize roots of Pulsatilla spp. in boreal Scots pine forest and grassland soils,"Opik, M.; Moora, M.; Liira, J.; Koljalg, U.; Zobel, M.; Sen, R."
ESA00251,AJ418879,Glomeromycetes,Glomerales,Glomeraceae,Glomus,MO-G3,VTX00113,plant roots,,Magnoliidae,Ranunculanae,Ranunculales,Ranunculaceae,Pulsatilla ,pratensis,successional,Azonal & successional,boreal forest border,temperate,Palearctic,,,,,,,Europe,Estonia,PÃµlva County,Piusa,57deg50.30'N 27deg26.59'E,,NS31,AM1,18S rDNA,Sanger,,New Phytologist,2003,Divergent arbuscular mycorrhizal fungal communities colonize roots of Pulsatilla spp. in boreal Scots pine forest and grassland soils,"Opik, M.; Moora, M.; Liira, J.; Koljalg, U.; Zobel, M.; Sen, R."
ESA00252,AJ418895,Glomeromycetes,Glomerales,Glomeraceae,Glomus,MO-G3,VTX00113,plant roots,,Magnoliidae,Ranunculanae,Ranunculales,Ranunculaceae,Pulsatilla ,pratensis,grassland,Temperate seminatural grassland,temperate grassland,temperate,Palearctic,,,,,,,Europe,Estonia,Tartu County,Pangodi,58deg11.16'N 26deg34.27'E,,NS31,AM1,18S rDNA,Sanger,,New Phytologist,2003,Divergent arbuscular mycorrhizal fungal communities colonize roots of Pulsatilla spp. in boreal Scots pine forest and grassland soils,"Opik, M.; Moora, M.; Liira, J.; Koljalg, U.; Zobel, M.; Sen, R."
ESA00248,AJ496047,Glomeromycetes,Glomerales,Glomeraceae,Glomus,MO-G3,VTX00113,plant roots,,Magnoliidae,Ranunculanae,Ranunculales,Ranunculaceae,Pulsatilla ,patens,grassland,Temperate seminatural grassland,temperate grassland,temperate,Palearctic,,,,,,,Europe,Estonia,Tartu County,Pangodi,58deg11.16'N 26deg34.27'E,,NS31,AM1,18S rDNA,Sanger,,New Phytologist,2003,Divergent arbuscular mycorrhizal fungal communities colonize roots of Pulsatilla spp. in boreal Scots pine forest and grassland soils,"Opik, M.; Moora, M.; Liira, J.; Koljalg, U.; Zobel, M.; Sen, R."
ESA00249,AJ496054,Glomeromycetes,Glomerales,Glomeraceae,Glomus,MO-G3,VTX00113,plant roots,,Magnoliidae,Ranunculanae,Ranunculales,Ranunculaceae,Pulsatilla ,pratensis,grassland,Temperate seminatural grassland,temperate grassland,temperate,Palearctic,,,,,,,Europe,Estonia,Tartu County,Pangodi,58deg11.16'N 26deg34.27'E,,NS31,AM1,18S rDNA,Sanger,,New Phytologist,2003,Divergent arbuscular mycorrhizal fungal communities colonize roots of Pulsatilla spp. in boreal Scots pine forest and grassland soils,"Opik, M.; Moora, M.; Liira, J.; Koljalg, U.; Zobel, M.; Sen, R."
ESA01849,AJ563873,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Wirsel OTU1,VTX00113,plant roots,,Magnoliidae,Lilianae,Poales,Poaceae,Phragmites,australis,successional,Other wetlands,wetland,temperate,Palearctic,,,,,395,,Europe,Germany,Baden-WÃ¼rttemberg,,0deg0.00' 0deg0.00',,NS31,AM1,18S rDNA,Sanger,,FEMS Microbiology Ecology,2004,Homogenous stands of a wetland grass harbour diverse consortia of arbuscular mycorrhizal fungi,"Wirsel, S.G.R."
ESA01902,AJ563874,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Wirsel OTU1,VTX00113,plant roots,,Magnoliidae,Lilianae,Poales,Poaceae,Phragmites,australis,successional,Other wetlands,wetland,temperate,Palearctic,,,,,395,,Europe,Germany,Baden-WÃ¼rttemberg,,0deg0.00' 0deg0.00',,NS31,AM1,18S rDNA,Sanger,,FEMS Microbiology Ecology,2004,Homogenous stands of a wetland grass harbour diverse consortia of arbuscular mycorrhizal fungi,"Wirsel, S.G.R."
ESA01853,AJ563882,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Wirsel OTU1,VTX00113,plant roots,,Magnoliidae,Lilianae,Poales,Poaceae,Phragmites,australis,successional,Other wetlands,wetland,temperate,Palearctic,,,,,395,,Europe,Germany,Baden-WÃ¼rttemberg,,0deg0.00' 0deg0.00',,NS31,AM1,18S rDNA,Sanger,,FEMS Microbiology Ecology,2004,Homogenous stands of a wetland grass harbour diverse consortia of arbuscular mycorrhizal fungi,"Wirsel, S.G.R."
ESA01856,AJ563898,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Wirsel OTU1,VTX00113,plant roots,,Magnoliidae,Lilianae,Poales,Poaceae,Phragmites,australis,successional,Other wetlands,wetland,temperate,Palearctic,,,,,395,,Europe,Germany,Baden-WÃ¼rttemberg,,0deg0.00' 0deg0.00',,NS31,AM1,18S rDNA,Sanger,,FEMS Microbiology Ecology,2004,Homogenous stands of a wetland grass harbour diverse consortia of arbuscular mycorrhizal fungi,"Wirsel, S.G.R."
ESA01862,AJ563899,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Wirsel OTU10,VTX00113,plant roots,,Magnoliidae,Lilianae,Poales,Poaceae,Phragmites,australis,successional,Other wetlands,wetland,temperate,Palearctic,,,,,395,,Europe,Germany,Baden-WÃ¼rttemberg,,0deg0.00' 0deg0.00',,NS31,AM1,18S rDNA,Sanger,,FEMS Microbiology Ecology,2004,Homogenous stands of a wetland grass harbour diverse consortia of arbuscular mycorrhizal fungi,"Wirsel, S.G.R."
ESA01418,AJ866188,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Santos2006 Glo8,VTX00113,plant roots,,Magnoliidae,Asteranae,Asterales,Asteraceae,Achillea,millefolium,grassland,Temperate seminatural grassland,temperate grassland,temperate,Palearctic,5.1-6.2,,20-170 mg kg-1 (soluble P),5-110 (300) mg kg-1 (mineral N),,,Europe,Sweden,Uppsala County,Honsgarde,59deg45.00'N 17deg57.00'E,,NS31,AM1,18S rDNA,Sanger,,New Phytologist,2006,Molecular analysis of arbuscular mycorrhizal fungi colonising a semi-natural grassland along a fertilisation gradient,"Santos, J.C.; Finlay, R.D.; Tehler, A."
ESA01428,AJ866234,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Santos2006 Glo8,VTX00113,plant roots,,Magnoliidae,Lilianae,Poales,Poaceae,Schedonorus,pratensis,grassland,Temperate seminatural grassland,temperate grassland,temperate,Palearctic,5.1-6.2,,20-170 mg kg-1 (soluble P),5-110 (300) mg kg-1 (mineral N),,,Europe,Sweden,Uppsala County,Honsgarde,59deg45.00'N 17deg57.00'E,,NS31,AM1,18S rDNA,Sanger,,New Phytologist,2006,Molecular analysis of arbuscular mycorrhizal fungi colonising a semi-natural grassland along a fertilisation gradient,"Santos, J.C.; Finlay, R.D.; Tehler, A."
ESA00510,AM412073,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glo3,VTX00113,plant roots,,Magnoliidae,Rosanae,Fabales,Fabaceae,Phaseolus,vulgaris,anthropogenic,Anthropogenic ecosystem,subtropical agricultural ecosystem,subtropical,Neotropic,7.8,1.2 % (organic matter),,,,635,North America,Mexico,Tamaulipas,Rio Bravo,25deg57.00'N 98deg1.00'W,,NS31,AM1,18S rDNA,Sanger,,Ecological Applications,2008,The impact of tillage practices on arbuscular mycorrhizal fungal diversity in subtropical crops,"Alguacil, M.M.; Lumini, E.; Roldan, A.; Salinas-Garcia, J.R.; Bonfante, P.; Bianciotto, V."
ESA00511,AM412074,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glo3,VTX00113,plant roots,,Magnoliidae,Lilianae,Poales,Poaceae,Zea,mays,anthropogenic,Anthropogenic ecosystem,subtropical agricultural ecosystem,subtropical,Neotropic,7.8,1.2 % (organic matter),,,,635,North America,Mexico,Tamaulipas,Rio Bravo,25deg57.00'N 98deg1.00'W,,NS31,AM1,18S rDNA,Sanger,,Ecological Applications,2008,The impact of tillage practices on arbuscular mycorrhizal fungal diversity in subtropical crops,"Alguacil, M.M.; Lumini, E.; Roldan, A.; Salinas-Garcia, J.R.; Bonfante, P.; Bianciotto, V."
ESA00512,AM412077,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glo3,VTX00113,plant roots,,Magnoliidae,Lilianae,Poales,Poaceae,Zea,mays,anthropogenic,Anthropogenic ecosystem,subtropical agricultural ecosystem,subtropical,Neotropic,7.8,1.2 % (organic matter),,,,635,North America,Mexico,Tamaulipas,Rio Bravo,25deg57.00'N 98deg1.00'W,,NS31,AM1,18S rDNA,Sanger,,Ecological Applications,2008,The impact of tillage practices on arbuscular mycorrhizal fungal diversity in subtropical crops,"Alguacil, M.M.; Lumini, E.; Roldan, A.; Salinas-Garcia, J.R.; Bonfante, P.; Bianciotto, V."
ESA00197,AM412529,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Ligrone07-sp,VTX00113,plant roots,thallus,Marchantiidae,,,Pelliaceae,Pellia,endiviifolia,,,,,Palearctic,,,,,,,Europe,see notes,,,0deg0.00'N 0deg0.00'E,,NS31,AM1,18S rDNA,Sanger,,American Journal of Botany,2007,"Glomeromycotan associations in liverworts: a molecular, cellular and taxonomic analysis","Ligrone, R.; Carafa, A.; Lumini, E.; Bianciotto, V.; Bonfante, P.; Duckett, J.G."
ESA00338,AM849256,Glomeromycetes,Glomerales,Glomeraceae,Glomus,MO-G3,VTX00113,plant roots,,Magnoliidae,Ranunculanae,Ranunculales,Ranunculaceae,Hepatica,nobilis,forest,Temperate broadleaf & mixed forest,boreo-nemoral forest,temperate,Palearctic,5.0-7.0,,2-5 Âµg g-1 (Olsen P),10-40 Âµg g-1 (total N),,700-750,Europe,Estonia,Järva County,Koeru,58deg58.00'N 26deg3.00'E,,NS31,AM1,18S rDNA,Sanger,,New Phytologist,2008,High diversity of arbuscular mycorrhizal fungi in a boreal herb-rich coniferous forest,"Opik, M.; Moora, M.; Zobel, M.; Saks, U.; Wheatley, R.; Wright, F.; Daniell, T."
ESA00296,AM849262,Glomeromycetes,Glomerales,Glomeraceae,Glomus,MO-G17,VTX00113,plant roots,,Magnoliidae,Rosanae,Oxalidales,Oxalidaceae,Oxalis,acetosella,forest,Temperate broadleaf & mixed forest,boreo-nemoral forest,temperate,Palearctic,5.0-7.0,,2-5 Âµg g-1 (Olsen P),10-40 Âµg g-1 (total N),,700-750,Europe,Estonia,Järva County,Koeru,58deg58.00'N 26deg3.00'E,,NS31,AM1,18S rDNA,Sanger,,New Phytologist,2008,High diversity of arbuscular mycorrhizal fungi in a boreal herb-rich coniferous forest,"Opik, M.; Moora, M.; Zobel, M.; Saks, U.; Wheatley, R.; Wright, F.; Daniell, T."
ESA00339,AM849293,Glomeromycetes,Glomerales,Glomeraceae,Glomus,MO-G3,VTX00113,plant roots,,Magnoliidae,Rosanae,Oxalidales,Oxalidaceae,Oxalis,acetosella,forest,Temperate broadleaf & mixed forest,boreo-nemoral forest,temperate,Palearctic,5.0-7.0,,2-5 Âµg g-1 (Olsen P),10-40 Âµg g-1 (total N),,700-750,Europe,Estonia,Järva County,Koeru,58deg58.00'N 26deg3.00'E,,NS31,AM1,18S rDNA,Sanger,,New Phytologist,2008,High diversity of arbuscular mycorrhizal fungi in a boreal herb-rich coniferous forest,"Opik, M.; Moora, M.; Zobel, M.; Saks, U.; Wheatley, R.; Wright, F.; Daniell, T."
ESA00336,AM849310,Glomeromycetes,Glomerales,Glomeraceae,Glomus,MO-G3,VTX00113,plant roots,,Magnoliidae,Ranunculanae,Ranunculales,Ranunculaceae,Hepatica,nobilis,forest,Temperate broadleaf & mixed forest,boreo-nemoral forest,temperate,Palearctic,5.0-7.0,,2-5 Âµg g-1 (Olsen P),10-40 Âµg g-1 (total N),,700-750,Europe,Estonia,Järva County,Koeru,58deg58.00'N 26deg3.00'E,,NS31,AM1,18S rDNA,Sanger,,New Phytologist,2008,High diversity of arbuscular mycorrhizal fungi in a boreal herb-rich coniferous forest,"Opik, M.; Moora, M.; Zobel, M.; Saks, U.; Wheatley, R.; Wright, F.; Daniell, T."
ESA02491,AM909663,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Alguacil09c Glo2,VTX00113,plant roots,,Magnoliidae,Caryophyllanae,Caryophyllales,Caryophyllaceae,Gypsophila ,struthium,shrubland,deserts and xeric shrublands,gypsophilous vegetation,subtropical,Palearctic,7.9-8.2,,4.5-9.1 Âµg g-1 (available P),0.3-1.1 g kg-1 (total N),515,370,Europe,Spain,Alicante,Villena,38deg39.00'N 0deg54.00'W,,NS31,AM1,18S rDNA,Sanger,,Microbial Ecology,2009,Complexity of semiarid gypsophilous shrub communities mediates the AMF biodiversity at the plant species level,"Alguacil, M.M.; Roldan, A.; Torres, M.P"
ESA02499,AM909684,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Alguacil09c Glo2,VTX00113,plant roots,,Magnoliidae,Caryophyllanae,Caryophyllales,Caryophyllaceae,Gypsophila ,struthium,shrubland,deserts and xeric shrublands,gypsophilous vegetation,subtropical,Palearctic,7.9-8.2,,4.5-9.1 Âµg g-1 (available P),0.3-1.1 g kg-1 (total N),515,370,Europe,Spain,Alicante,Villena,38deg39.00'N 0deg54.00'W,,NS31,AM1,18S rDNA,Sanger,,Microbial Ecology,2009,Complexity of semiarid gypsophilous shrub communities mediates the AMF biodiversity at the plant species level,"Alguacil, M.M.; Roldan, A.; Torres, M.P"
